ds,y,crop,market
2025-12-02,2802.26,rice,jaipur
2025-12-03,2715.53,rice,jaipur
2025-12-04,2742.18,rice,jaipur
2025-12-05,2702.92,rice,jaipur
2025-12-06,2609.63,rice,jaipur
2025-12-07,2620.58,rice,jaipur
2025-12-08,2730.58,rice,jaipur
2025-12-09,2638.56,rice,jaipur
2025-12-10,2518.8,rice,jaipur
2025-12-11,2483.32,rice,jaipur
2025-12-12,2541.59,rice,jaipur
2025-12-13,2617.52,rice,jaipur
2025-12-14,2510.13,rice,jaipur
2025-12-15,2586.38,rice,jaipur
2025-12-16,2533.54,rice,jaipur
2025-12-17,2545.38,rice,jaipur
2025-12-18,2456.63,rice,jaipur
2025-12-19,2597.14,rice,jaipur
2025-12-20,2546.81,rice,jaipur
2025-12-21,2635.64,rice,jaipur
2025-12-22,2568.58,rice,jaipur
2025-12-23,2649.41,rice,jaipur
2025-12-24,2685.29,rice,jaipur
2025-12-25,2682.48,rice,jaipur
2025-12-26,2735.86,rice,jaipur
2025-12-27,2718.22,rice,jaipur
2025-12-28,2712.15,rice,jaipur
2025-12-29,2846.16,rice,jaipur
2025-12-30,2820.1,rice,jaipur
2025-12-31,2719.41,rice,jaipur
2026-01-01,2785.66,rice,jaipur
2026-01-02,2701.24,rice,jaipur
2026-01-03,2659.64,rice,jaipur
2026-01-04,2760.1,rice,jaipur
2026-01-05,2584.56,rice,jaipur
2026-01-06,2701.96,rice,jaipur
2026-01-07,2608.54,rice,jaipur
2026-01-08,2582.21,rice,jaipur
2026-01-09,2588.92,rice,jaipur
2026-01-10,2573.15,rice,jaipur
2026-01-11,2473.83,rice,jaipur
2026-01-12,2541.02,rice,jaipur
2026-01-13,2494.92,rice,jaipur
2026-01-14,2412.11,rice,jaipur
2026-01-15,2469.95,rice,jaipur
2026-01-16,2558.98,rice,jaipur
2026-01-17,2584.29,rice,jaipur
2026-01-18,2545.48,rice,jaipur
2026-01-19,2458.69,rice,jaipur
2026-01-20,2572.56,rice,jaipur
2026-01-21,2616.07,rice,jaipur
2026-01-22,2634.03,rice,jaipur
2026-01-23,2662.08,rice,jaipur
2026-01-24,2662.47,rice,jaipur
2026-01-25,2659.73,rice,jaipur
2026-01-26,2648.11,rice,jaipur
2026-01-27,2590.77,rice,jaipur
2026-01-28,2722.47,rice,jaipur
2026-01-29,2717.23,rice,jaipur
2026-01-30,2735.17,rice,jaipur
2026-01-31,2622.77,rice,jaipur
2026-02-01,2718.21,rice,jaipur
2026-02-02,2777.17,rice,jaipur
2026-02-03,2645.68,rice,jaipur
2026-02-04,2611.79,rice,jaipur
2026-02-05,2603.66,rice,jaipur
2026-02-06,2668.71,rice,jaipur
2026-02-07,2470.87,rice,jaipur
2026-02-08,2509.75,rice,jaipur
2026-02-09,2428.28,rice,jaipur
2026-02-10,2419.17,rice,jaipur
2026-02-11,2427.73,rice,jaipur
2026-02-12,2490.66,rice,jaipur
2026-02-13,2507.09,rice,jaipur
2026-02-14,2429.79,rice,jaipur
2026-02-15,2387.17,rice,jaipur
2026-02-16,2553.11,rice,jaipur
2026-02-17,2405.52,rice,jaipur
2026-02-18,2414.86,rice,jaipur
2026-02-19,2369.21,rice,jaipur
2026-02-20,2566.47,rice,jaipur
2023-09-05,2277.25,rice,nagpur
2023-09-06,2387.8,rice,nagpur
2023-09-07,2208.04,rice,nagpur
2023-09-08,2391.99,rice,nagpur
2023-09-09,2339.63,rice,nagpur
2023-09-10,2399.86,rice,nagpur
2023-09-11,2279.73,rice,nagpur
2023-09-12,2460.52,rice,nagpur
2023-09-13,2426.8,rice,nagpur
2023-09-14,2379.51,rice,nagpur
2023-09-15,2409.82,rice,nagpur
2023-09-16,2320.0,rice,nagpur
2023-09-17,2313.76,rice,nagpur
2023-09-18,2300.32,rice,nagpur
2023-09-19,2201.76,rice,nagpur
2023-09-20,2327.72,rice,nagpur
2023-09-21,2322.5,rice,nagpur
2023-09-22,2196.2,rice,nagpur
2023-09-23,2234.02,rice,nagpur
2023-09-24,2183.69,rice,nagpur
2023-09-25,2203.98,rice,nagpur
2023-09-26,2143.93,rice,nagpur
2023-09-27,2127.77,rice,nagpur
2023-09-28,2237.76,rice,nagpur
2023-09-29,2185.55,rice,nagpur
2023-09-30,2314.82,rice,nagpur
2023-10-01,2225.59,rice,nagpur
2023-10-02,2195.75,rice,nagpur
2023-10-03,2341.12,rice,nagpur
2023-10-04,2337.56,rice,nagpur
2023-10-05,2373.23,rice,nagpur
2023-10-06,2429.1,rice,nagpur
2023-10-07,2356.86,rice,nagpur
2023-10-08,2412.56,rice,nagpur
2023-10-09,2433.57,rice,nagpur
2023-10-10,2391.18,rice,nagpur
2023-10-11,2461.9,rice,nagpur
2023-10-12,2558.68,rice,nagpur
2023-10-13,2501.34,rice,nagpur
2023-10-14,2411.66,rice,nagpur
2023-10-15,2392.1,rice,nagpur
2023-10-16,2556.25,rice,nagpur
2023-10-17,2442.47,rice,nagpur
2023-10-18,2391.21,rice,nagpur
2023-10-19,2388.77,rice,nagpur
2023-10-20,2298.39,rice,nagpur
2023-10-21,2433.67,rice,nagpur
2023-10-22,2310.69,rice,nagpur
2023-10-23,2386.68,rice,nagpur
2023-10-24,2296.78,rice,nagpur
2023-10-25,2359.2,rice,nagpur
2023-10-26,2286.21,rice,nagpur
2023-10-27,2315.9,rice,nagpur
2023-10-28,2311.0,rice,nagpur
2023-10-29,2313.82,rice,nagpur
2023-10-30,2312.11,rice,nagpur
2023-10-31,2298.48,rice,nagpur
2023-11-01,2439.12,rice,nagpur
2023-11-02,2309.67,rice,nagpur
2023-11-03,2387.82,rice,nagpur
2023-11-04,2417.57,rice,nagpur
2023-11-05,2468.0,rice,nagpur
2023-11-06,2450.13,rice,nagpur
2023-11-07,2516.59,rice,nagpur
2023-11-08,2512.12,rice,nagpur
2023-11-09,2452.25,rice,nagpur
2023-11-10,2552.67,rice,nagpur
2023-11-11,2499.03,rice,nagpur
2023-11-12,2465.89,rice,nagpur
2023-11-13,2564.82,rice,nagpur
2023-11-14,2574.68,rice,nagpur
2023-11-15,2562.4,rice,nagpur
2023-11-16,2545.93,rice,nagpur
2023-11-17,2386.34,rice,nagpur
2023-11-18,2393.32,rice,nagpur
2023-11-19,2551.02,rice,nagpur
2023-11-20,2359.12,rice,nagpur
2023-11-21,2425.68,rice,nagpur
2023-11-22,2331.93,rice,nagpur
2023-11-23,2354.99,rice,nagpur
2023-11-24,2300.85,rice,nagpur
2023-11-25,2356.49,rice,nagpur
2023-11-26,2328.4,rice,nagpur
2023-11-27,2297.09,rice,nagpur
2023-11-28,2270.45,rice,nagpur
2023-11-29,2354.74,rice,nagpur
2023-11-30,2289.98,rice,nagpur
2023-12-01,2401.01,rice,nagpur
2023-12-02,2546.07,rice,nagpur
2023-12-03,2502.23,rice,nagpur
2023-12-04,2494.96,rice,nagpur
2023-12-05,2478.17,rice,nagpur
2023-12-06,2402.43,rice,nagpur
2023-12-07,2460.15,rice,nagpur
2023-12-08,2623.84,rice,nagpur
2023-12-09,2525.98,rice,nagpur
2023-12-10,2542.11,rice,nagpur
2023-12-11,2577.15,rice,nagpur
2023-12-12,2527.83,rice,nagpur
2023-12-13,2513.04,rice,nagpur
2023-12-14,2566.54,rice,nagpur
2023-12-15,2504.11,rice,nagpur
2023-12-16,2491.94,rice,nagpur
2023-12-17,2465.88,rice,nagpur
2023-12-18,2511.36,rice,nagpur
2023-12-19,2442.41,rice,nagpur
2023-12-20,2417.84,rice,nagpur
2023-12-21,2434.1,rice,nagpur
2023-12-22,2369.32,rice,nagpur
2023-12-23,2340.97,rice,nagpur
2023-12-24,2365.46,rice,nagpur
2023-12-25,2364.52,rice,nagpur
2023-12-26,2313.2,rice,nagpur
2023-12-27,2324.84,rice,nagpur
2023-12-28,2282.12,rice,nagpur
2023-12-29,2287.85,rice,nagpur
2023-12-30,2392.42,rice,nagpur
2023-12-31,2393.68,rice,nagpur
2024-01-01,2416.63,rice,nagpur
2024-01-02,2431.68,rice,nagpur
2024-01-03,2444.54,rice,nagpur
2024-01-04,2506.02,rice,nagpur
2024-01-05,2543.64,rice,nagpur
2024-01-06,2564.44,rice,nagpur
2024-01-07,2527.52,rice,nagpur
2024-01-08,2623.8,rice,nagpur
2024-01-09,2569.57,rice,nagpur
2024-01-10,2595.83,rice,nagpur
2024-01-11,2574.9,rice,nagpur
2024-01-12,2565.61,rice,nagpur
2024-01-13,2498.75,rice,nagpur
2024-01-14,2560.01,rice,nagpur
2024-01-15,2655.88,rice,nagpur
2024-01-16,2453.35,rice,nagpur
2024-01-17,2450.08,rice,nagpur
2024-01-18,2392.62,rice,nagpur
2024-01-19,2361.27,rice,nagpur
2024-01-20,2445.14,rice,nagpur
2024-01-21,2297.53,rice,nagpur
2024-01-22,2286.12,rice,nagpur
2024-01-23,2206.72,rice,nagpur
2024-01-24,2239.08,rice,nagpur
2024-01-25,2178.86,rice,nagpur
2024-01-26,2305.26,rice,nagpur
2024-01-27,2427.8,rice,nagpur
2024-01-28,2262.32,rice,nagpur
2024-01-29,2204.38,rice,nagpur
2024-01-30,2363.29,rice,nagpur
2024-01-31,2294.86,rice,nagpur
2024-02-01,2429.63,rice,nagpur
2024-02-02,2367.13,rice,nagpur
2024-02-03,2372.34,rice,nagpur
2024-02-04,2420.54,rice,nagpur
2024-02-05,2492.89,rice,nagpur
2024-02-06,2456.23,rice,nagpur
2024-02-07,2454.69,rice,nagpur
2024-02-08,2479.41,rice,nagpur
2024-02-09,2423.29,rice,nagpur
2024-02-10,2512.3,rice,nagpur
2024-02-11,2383.74,rice,nagpur
2024-02-12,2443.7,rice,nagpur
2024-02-13,2491.07,rice,nagpur
2024-02-14,2442.9,rice,nagpur
2024-02-15,2432.28,rice,nagpur
2024-02-16,2367.47,rice,nagpur
2024-02-17,2405.43,rice,nagpur
2024-02-18,2361.98,rice,nagpur
2024-02-19,2306.85,rice,nagpur
2024-02-20,2306.81,rice,nagpur
2024-02-21,2273.88,rice,nagpur
2024-02-22,2189.45,rice,nagpur
2024-02-23,2125.63,rice,nagpur
2024-02-24,2213.99,rice,nagpur
2024-02-25,2217.86,rice,nagpur
2024-02-26,2250.4,rice,nagpur
2024-02-27,2146.92,rice,nagpur
2024-02-28,2161.47,rice,nagpur
2024-02-29,2253.74,rice,nagpur
2024-03-01,2244.99,rice,nagpur
2024-03-02,2167.95,rice,nagpur
2024-03-03,2316.24,rice,nagpur
2024-03-04,2217.66,rice,nagpur
2024-03-05,2290.31,rice,nagpur
2024-03-06,2437.08,rice,nagpur
2024-03-07,2480.21,rice,nagpur
2024-03-08,2325.87,rice,nagpur
2024-03-09,2382.58,rice,nagpur
2024-03-10,2405.6,rice,nagpur
2024-03-11,2498.15,rice,nagpur
2024-03-12,2364.35,rice,nagpur
2024-03-13,2351.11,rice,nagpur
2024-03-14,2443.48,rice,nagpur
2024-03-15,2314.44,rice,nagpur
2024-03-16,2348.19,rice,nagpur
2024-03-17,2198.35,rice,nagpur
2024-03-18,2240.13,rice,nagpur
2024-03-19,2128.23,rice,nagpur
2024-03-20,2132.62,rice,nagpur
2024-03-21,2210.31,rice,nagpur
2024-03-22,2138.25,rice,nagpur
2024-03-23,2104.52,rice,nagpur
2024-03-24,2066.91,rice,nagpur
2024-03-25,2087.39,rice,nagpur
2024-03-26,2113.2,rice,nagpur
2024-03-27,2153.48,rice,nagpur
2024-03-28,1963.24,rice,nagpur
2024-03-29,2075.03,rice,nagpur
2024-03-30,2146.92,rice,nagpur
2024-03-31,2153.49,rice,nagpur
2024-04-01,2204.2,rice,nagpur
2024-04-02,2221.03,rice,nagpur
2024-04-03,2213.88,rice,nagpur
2024-04-04,2224.84,rice,nagpur
2024-04-05,2261.21,rice,nagpur
2024-04-06,2355.48,rice,nagpur
2024-04-07,2265.43,rice,nagpur
2024-04-08,2310.73,rice,nagpur
2024-04-09,2327.4,rice,nagpur
2024-04-10,2400.65,rice,nagpur
2024-04-11,2290.21,rice,nagpur
2024-04-12,2345.99,rice,nagpur
2024-04-13,2342.66,rice,nagpur
2024-04-14,2248.85,rice,nagpur
2024-04-15,2214.93,rice,nagpur
2024-04-16,2180.3,rice,nagpur
2024-04-17,2155.07,rice,nagpur
2024-04-18,2186.9,rice,nagpur
2024-04-19,2124.62,rice,nagpur
2024-04-20,2099.21,rice,nagpur
2024-04-21,2002.12,rice,nagpur
2024-04-22,1992.79,rice,nagpur
2024-04-23,2150.86,rice,nagpur
2024-04-24,2015.6,rice,nagpur
2024-04-25,1980.87,rice,nagpur
2024-04-26,2106.0,rice,nagpur
2024-04-27,2052.04,rice,nagpur
2024-04-28,2082.55,rice,nagpur
2024-04-29,2061.65,rice,nagpur
2024-04-30,2073.59,rice,nagpur
2024-05-01,2106.02,rice,nagpur
2024-05-02,2064.76,rice,nagpur
2024-05-03,2161.49,rice,nagpur
2024-05-04,2206.99,rice,nagpur
2024-05-05,2314.61,rice,nagpur
2024-05-06,2236.4,rice,nagpur
2024-05-07,2117.95,rice,nagpur
2024-05-08,2250.96,rice,nagpur
2024-05-09,2411.24,rice,nagpur
2024-05-10,2307.07,rice,nagpur
2024-05-11,2208.07,rice,nagpur
2024-05-12,2273.08,rice,nagpur
2024-05-13,2182.79,rice,nagpur
2024-05-14,2128.01,rice,nagpur
2024-05-15,2158.89,rice,nagpur
2024-05-16,2156.41,rice,nagpur
2024-05-17,2020.61,rice,nagpur
2024-05-18,2032.63,rice,nagpur
2024-05-19,2069.9,rice,nagpur
2024-05-20,2022.74,rice,nagpur
2024-05-21,2046.17,rice,nagpur
2024-05-22,1941.19,rice,nagpur
2024-05-23,2035.79,rice,nagpur
2024-05-24,1925.38,rice,nagpur
2024-05-25,2080.53,rice,nagpur
2024-05-26,1901.21,rice,nagpur
2024-05-27,1946.34,rice,nagpur
2024-05-28,2045.22,rice,nagpur
2024-05-29,2133.92,rice,nagpur
2024-05-30,2083.23,rice,nagpur
2024-05-31,2122.75,rice,nagpur
2024-06-01,2119.88,rice,nagpur
2024-06-02,2089.65,rice,nagpur
2024-06-03,2145.21,rice,nagpur
2024-06-04,2129.32,rice,nagpur
2024-06-05,2146.18,rice,nagpur
2024-06-06,2254.98,rice,nagpur
2024-06-07,2182.61,rice,nagpur
2024-06-08,2268.13,rice,nagpur
2024-06-09,2179.52,rice,nagpur
2024-06-10,2262.4,rice,nagpur
2024-06-11,2208.86,rice,nagpur
2024-06-12,2297.88,rice,nagpur
2024-06-13,2218.93,rice,nagpur
2024-06-14,2246.42,rice,nagpur
2024-06-15,2111.97,rice,nagpur
2024-06-16,2130.58,rice,nagpur
2024-06-17,2047.54,rice,nagpur
2024-06-18,2054.01,rice,nagpur
2024-06-19,2039.96,rice,nagpur
2024-06-20,1995.47,rice,nagpur
2024-06-21,1953.84,rice,nagpur
2024-06-22,1933.22,rice,nagpur
2024-06-23,1878.01,rice,nagpur
2024-06-24,1950.04,rice,nagpur
2024-06-25,2049.8,rice,nagpur
2024-06-26,1939.98,rice,nagpur
2024-06-27,1970.24,rice,nagpur
2024-06-28,2165.84,rice,nagpur
2024-06-29,2057.59,rice,nagpur
2024-06-30,2137.88,rice,nagpur
2024-07-01,2184.4,rice,nagpur
2024-07-02,2214.42,rice,nagpur
2024-07-03,2122.03,rice,nagpur
2024-07-04,2218.58,rice,nagpur
2024-07-05,2164.52,rice,nagpur
2024-07-06,2406.13,rice,nagpur
2024-07-07,2197.06,rice,nagpur
2024-07-08,2234.98,rice,nagpur
2024-07-09,2237.62,rice,nagpur
2024-07-10,2209.18,rice,nagpur
2024-07-11,2357.17,rice,nagpur
2024-07-12,2402.42,rice,nagpur
2024-07-13,2225.26,rice,nagpur
2024-07-14,2157.74,rice,nagpur
2024-07-15,2084.01,rice,nagpur
2024-07-16,2169.16,rice,nagpur
2024-07-17,2140.78,rice,nagpur
2024-07-18,2099.17,rice,nagpur
2024-07-19,2126.33,rice,nagpur
2024-07-20,2118.44,rice,nagpur
2024-07-21,2101.29,rice,nagpur
2024-07-22,2057.92,rice,nagpur
2024-07-23,2011.93,rice,nagpur
2024-07-24,2112.06,rice,nagpur
2024-07-25,2084.72,rice,nagpur
2024-07-26,2146.94,rice,nagpur
2024-07-27,2160.54,rice,nagpur
2024-07-28,2062.15,rice,nagpur
2024-07-29,2088.1,rice,nagpur
2024-07-30,2154.41,rice,nagpur
2024-07-31,2168.07,rice,nagpur
2024-08-01,2297.93,rice,nagpur
2024-08-02,2304.8,rice,nagpur
2024-08-03,2372.73,rice,nagpur
2024-08-04,2357.58,rice,nagpur
2024-08-05,2366.55,rice,nagpur
2024-08-06,2435.48,rice,nagpur
2024-08-07,2404.36,rice,nagpur
2024-08-08,2385.69,rice,nagpur
2024-08-09,2461.16,rice,nagpur
2024-08-10,2378.48,rice,nagpur
2024-08-11,2342.92,rice,nagpur
2024-08-12,2296.9,rice,nagpur
2024-08-13,2361.65,rice,nagpur
2024-08-14,2368.73,rice,nagpur
2024-08-15,2274.46,rice,nagpur
2024-08-16,2325.75,rice,nagpur
2024-08-17,2123.24,rice,nagpur
2024-08-18,2208.64,rice,nagpur
2024-08-19,2192.94,rice,nagpur
2024-08-20,2142.86,rice,nagpur
2024-08-21,2306.59,rice,nagpur
2024-08-22,2169.89,rice,nagpur
2024-08-23,2154.82,rice,nagpur
2024-08-24,2188.05,rice,nagpur
2024-08-25,2091.25,rice,nagpur
2024-08-26,2179.34,rice,nagpur
2024-08-27,2299.16,rice,nagpur
2024-08-28,2237.79,rice,nagpur
2024-08-29,2256.41,rice,nagpur
2024-08-30,2404.83,rice,nagpur
2024-08-31,2437.33,rice,nagpur
2024-09-01,2421.69,rice,nagpur
2024-09-02,2395.55,rice,nagpur
2024-09-03,2431.4,rice,nagpur
2024-09-04,2420.11,rice,nagpur
2024-09-05,2424.47,rice,nagpur
2024-09-06,2431.18,rice,nagpur
2024-09-07,2458.42,rice,nagpur
2024-09-08,2433.64,rice,nagpur
2024-09-09,2397.27,rice,nagpur
2024-09-10,2483.15,rice,nagpur
2024-09-11,2467.56,rice,nagpur
2024-09-12,2528.43,rice,nagpur
2024-09-13,2376.03,rice,nagpur
2024-09-14,2405.79,rice,nagpur
2024-09-15,2383.42,rice,nagpur
2024-09-16,2330.13,rice,nagpur
2024-09-17,2365.21,rice,nagpur
2024-09-18,2350.41,rice,nagpur
2024-09-19,2313.49,rice,nagpur
2024-09-20,2274.04,rice,nagpur
2024-09-21,2266.44,rice,nagpur
2024-09-22,2214.52,rice,nagpur
2024-09-23,2254.69,rice,nagpur
2024-09-24,2279.46,rice,nagpur
2024-09-25,2271.41,rice,nagpur
2024-09-26,2381.18,rice,nagpur
2024-09-27,2449.87,rice,nagpur
2024-09-28,2363.48,rice,nagpur
2024-09-29,2459.53,rice,nagpur
2024-09-30,2417.56,rice,nagpur
2024-10-01,2486.95,rice,nagpur
2024-10-02,2492.7,rice,nagpur
2024-10-03,2587.36,rice,nagpur
2024-10-04,2536.26,rice,nagpur
2024-10-05,2643.61,rice,nagpur
2024-10-06,2583.41,rice,nagpur
2024-10-07,2564.46,rice,nagpur
2024-10-08,2528.84,rice,nagpur
2024-10-09,2603.85,rice,nagpur
2024-10-10,2626.36,rice,nagpur
2024-10-11,2575.09,rice,nagpur
2024-10-12,2662.76,rice,nagpur
2024-10-13,2595.48,rice,nagpur
2024-10-14,2475.92,rice,nagpur
2024-10-15,2451.31,rice,nagpur
2024-10-16,2471.73,rice,nagpur
2024-10-17,2379.19,rice,nagpur
2024-10-18,2472.1,rice,nagpur
2024-10-19,2414.7,rice,nagpur
2024-10-20,2400.65,rice,nagpur
2024-10-21,2421.42,rice,nagpur
2024-10-22,2481.1,rice,nagpur
2024-10-23,2404.06,rice,nagpur
2024-10-24,2402.11,rice,nagpur
2024-10-25,2509.85,rice,nagpur
2024-10-26,2502.81,rice,nagpur
2024-10-27,2457.96,rice,nagpur
2024-10-28,2504.18,rice,nagpur
2024-10-29,2544.05,rice,nagpur
2024-10-30,2582.57,rice,nagpur
2024-10-31,2516.2,rice,nagpur
2024-11-01,2531.75,rice,nagpur
2024-11-02,2590.17,rice,nagpur
2024-11-03,2604.03,rice,nagpur
2024-11-04,2634.82,rice,nagpur
2024-11-05,2712.83,rice,nagpur
2024-11-06,2670.61,rice,nagpur
2024-11-07,2686.99,rice,nagpur
2024-11-08,2599.67,rice,nagpur
2024-11-09,2627.47,rice,nagpur
2024-11-10,2666.74,rice,nagpur
2024-11-11,2645.34,rice,nagpur
2024-11-12,2548.59,rice,nagpur
2024-11-13,2571.91,rice,nagpur
2024-11-14,2658.48,rice,nagpur
2024-11-15,2512.23,rice,nagpur
2024-11-16,2452.97,rice,nagpur
2024-11-17,2462.73,rice,nagpur
2024-11-18,2462.71,rice,nagpur
2024-11-19,2439.55,rice,nagpur
2024-11-20,2441.7,rice,nagpur
2024-11-21,2365.19,rice,nagpur
2024-11-22,2398.39,rice,nagpur
2024-11-23,2455.21,rice,nagpur
2024-11-24,2471.3,rice,nagpur
2024-11-25,2470.37,rice,nagpur
2024-11-26,2516.17,rice,nagpur
2024-11-27,2555.92,rice,nagpur
2024-11-28,2629.26,rice,nagpur
2024-11-29,2602.61,rice,nagpur
2024-11-30,2656.49,rice,nagpur
2024-12-01,2628.86,rice,nagpur
2024-12-02,2710.82,rice,nagpur
2024-12-03,2716.45,rice,nagpur
2024-12-04,2754.86,rice,nagpur
2024-12-05,2752.46,rice,nagpur
2024-12-06,2745.88,rice,nagpur
2024-12-07,2702.65,rice,nagpur
2024-12-08,2710.64,rice,nagpur
2024-12-09,2739.78,rice,nagpur
2024-12-10,2625.27,rice,nagpur
2024-12-11,2603.01,rice,nagpur
2024-12-12,2621.63,rice,nagpur
2024-12-13,2607.33,rice,nagpur
2024-12-14,2511.94,rice,nagpur
2024-12-15,2527.05,rice,nagpur
2024-12-16,2502.14,rice,nagpur
2024-12-17,2364.9,rice,nagpur
2024-12-18,2458.26,rice,nagpur
2024-12-19,2450.15,rice,nagpur
2024-12-20,2443.79,rice,nagpur
2024-12-21,2529.88,rice,nagpur
2024-12-22,2390.13,rice,nagpur
2024-12-23,2421.98,rice,nagpur
2024-12-24,2338.87,rice,nagpur
2024-12-25,2475.46,rice,nagpur
2024-12-26,2502.81,rice,nagpur
2024-12-27,2521.43,rice,nagpur
2024-12-28,2636.44,rice,nagpur
2024-12-29,2648.83,rice,nagpur
2024-12-30,2630.53,rice,nagpur
2024-12-31,2628.25,rice,nagpur
2025-01-01,2724.06,rice,nagpur
2025-01-02,2681.25,rice,nagpur
2025-01-03,2647.07,rice,nagpur
2025-01-04,2601.97,rice,nagpur
2025-01-05,2670.68,rice,nagpur
2025-01-06,2729.34,rice,nagpur
2025-01-07,2800.48,rice,nagpur
2025-01-08,2661.12,rice,nagpur
2025-01-09,2593.83,rice,nagpur
2025-01-10,2545.55,rice,nagpur
2025-01-11,2613.52,rice,nagpur
2025-01-12,2457.33,rice,nagpur
2025-01-13,2555.82,rice,nagpur
2025-01-14,2542.83,rice,nagpur
2025-01-15,2496.42,rice,nagpur
2025-01-16,2438.2,rice,nagpur
2025-01-17,2463.4,rice,nagpur
2025-01-18,2428.65,rice,nagpur
2025-01-19,2368.73,rice,nagpur
2025-01-20,2511.19,rice,nagpur
2025-01-21,2393.57,rice,nagpur
2025-01-22,2464.45,rice,nagpur
2025-01-23,2302.5,rice,nagpur
2025-01-24,2523.65,rice,nagpur
2025-01-25,2555.46,rice,nagpur
2025-01-26,2499.82,rice,nagpur
2025-01-27,2553.56,rice,nagpur
2025-01-28,2578.15,rice,nagpur
2025-01-29,2535.48,rice,nagpur
2025-01-30,2621.97,rice,nagpur
2025-01-31,2565.08,rice,nagpur
2025-02-01,2589.5,rice,nagpur
2025-02-02,2693.43,rice,nagpur
2025-02-03,2688.09,rice,nagpur
2025-02-04,2592.99,rice,nagpur
2025-02-05,2583.17,rice,nagpur
2025-02-06,2574.26,rice,nagpur
2025-02-07,2631.36,rice,nagpur
2025-02-08,2513.11,rice,nagpur
2025-02-09,2561.42,rice,nagpur
2025-02-10,2554.22,rice,nagpur
2025-02-11,2478.44,rice,nagpur
2025-02-12,2508.97,rice,nagpur
2025-02-13,2407.96,rice,nagpur
2025-02-14,2386.51,rice,nagpur
2025-02-15,2321.41,rice,nagpur
2025-02-16,2412.2,rice,nagpur
2025-02-17,2300.1,rice,nagpur
2025-02-18,2352.88,rice,nagpur
2025-02-19,2326.74,rice,nagpur
2025-02-20,2275.42,rice,nagpur
2025-02-21,2307.87,rice,nagpur
2025-02-22,2430.38,rice,nagpur
2025-02-23,2382.58,rice,nagpur
2025-02-24,2336.48,rice,nagpur
2025-02-25,2431.57,rice,nagpur
2025-02-26,2430.71,rice,nagpur
2025-02-27,2652.68,rice,nagpur
2025-02-28,2501.16,rice,nagpur
2025-03-01,2485.01,rice,nagpur
2025-03-02,2601.15,rice,nagpur
2025-03-03,2434.68,rice,nagpur
2025-03-04,2549.09,rice,nagpur
2025-03-05,2656.15,rice,nagpur
2025-03-06,2536.98,rice,nagpur
2025-03-07,2439.29,rice,nagpur
2025-03-08,2498.7,rice,nagpur
2025-03-09,2581.41,rice,nagpur
2025-03-10,2498.82,rice,nagpur
2025-03-11,2405.38,rice,nagpur
2025-03-12,2384.91,rice,nagpur
2025-03-13,2361.72,rice,nagpur
2025-03-14,2382.28,rice,nagpur
2025-03-15,2407.11,rice,nagpur
2025-03-16,2364.82,rice,nagpur
2025-03-17,2308.79,rice,nagpur
2025-03-18,2191.47,rice,nagpur
2025-03-19,2177.62,rice,nagpur
2025-03-20,2271.34,rice,nagpur
2025-03-21,2165.03,rice,nagpur
2025-03-22,2229.31,rice,nagpur
2025-03-23,2266.55,rice,nagpur
2025-03-24,2200.3,rice,nagpur
2025-03-25,2223.82,rice,nagpur
2025-03-26,2295.63,rice,nagpur
2025-03-27,2351.48,rice,nagpur
2025-03-28,2406.34,rice,nagpur
2025-03-29,2405.55,rice,nagpur
2025-03-30,2399.26,rice,nagpur
2025-03-31,2374.92,rice,nagpur
2025-04-01,2374.51,rice,nagpur
2025-04-02,2418.55,rice,nagpur
2025-04-03,2477.55,rice,nagpur
2025-04-04,2476.5,rice,nagpur
2025-04-05,2339.84,rice,nagpur
2025-04-06,2403.86,rice,nagpur
2025-04-07,2499.69,rice,nagpur
2025-04-08,2419.27,rice,nagpur
2025-04-09,2314.26,rice,nagpur
2025-04-10,2495.74,rice,nagpur
2025-04-11,2336.28,rice,nagpur
2025-04-12,2329.56,rice,nagpur
2025-04-13,2300.99,rice,nagpur
2025-04-14,2230.6,rice,nagpur
2025-04-15,2184.96,rice,nagpur
2025-04-16,2319.2,rice,nagpur
2025-04-17,2239.48,rice,nagpur
2025-04-18,2216.26,rice,nagpur
2025-04-19,2194.95,rice,nagpur
2025-04-20,2105.96,rice,nagpur
2025-04-21,2234.99,rice,nagpur
2025-04-22,2127.38,rice,nagpur
2025-04-23,2203.33,rice,nagpur
2025-04-24,2115.84,rice,nagpur
2025-04-25,2115.4,rice,nagpur
2025-04-26,2269.15,rice,nagpur
2025-04-27,2232.37,rice,nagpur
2025-04-28,2192.74,rice,nagpur
2025-04-29,2356.01,rice,nagpur
2025-04-30,2464.76,rice,nagpur
2025-05-01,2443.16,rice,nagpur
2025-05-02,2367.0,rice,nagpur
2025-05-03,2391.17,rice,nagpur
2025-05-04,2443.7,rice,nagpur
2025-05-05,2455.18,rice,nagpur
2025-05-06,2367.55,rice,nagpur
2025-05-07,2375.96,rice,nagpur
2025-05-08,2373.38,rice,nagpur
2025-05-09,2365.91,rice,nagpur
2025-05-10,2303.44,rice,nagpur
2025-05-11,2277.2,rice,nagpur
2025-05-12,2331.62,rice,nagpur
2025-05-13,2294.24,rice,nagpur
2025-05-14,2227.19,rice,nagpur
